cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
6 1237671934969971452 257.008452 0.080 35.441284 0.073 24.762 1.297 23.216 0.251 22.236 0.140 20.996 0.077 20.429 0.194 nan
6 1237671934969971451 257.008598 0.071 35.445064 0.087 24.680 1.365 23.381 0.301 21.582 0.085 20.147 0.040 19.560 0.095 nan
3 1237655504034661494 256.688556 0.065 35.538809 0.066 23.586 0.656 22.588 0.149 21.179 0.061 20.476 0.052 20.064 0.128 nan
3 1237655504034661111 256.688887 0.036 35.544123 0.031 21.688 0.131 21.164 0.041 20.513 0.032 20.715 0.059 20.197 0.128 nan
6 1237655504034661793 256.693425 0.151 35.546018 0.113 24.255 0.663 23.912 0.326 22.870 0.193 22.427 0.206 22.686 0.550 nan
3 1237655504034661503 256.693783 0.134 35.538227 0.141 22.704 0.579 22.854 0.318 22.176 0.255 21.950 0.338 21.429 0.737 nan
3 1237655504034661487 256.694917 0.071 35.544313 0.077 23.474 0.520 22.709 0.144 21.834 0.093 21.517 0.112 20.944 0.235 nan
6 1237655504034661467 256.695898 0.010 35.551183 0.010 23.573 0.447 21.102 0.033 19.900 0.018 19.301 0.016 18.994 0.037 nan
6 1237655504034661497 256.699024 0.015 35.541462 0.015 23.490 0.430 21.827 0.057 20.372 0.024 19.272 0.016 18.638 0.029 nan
6 1237655504034660517 256.700297 0.014 35.549982 0.015 21.717 0.112 20.647 0.025 20.336 0.024 20.247 0.032 20.396 0.120 nan
6 1237655504034660516 256.702914 0.016 35.549684 0.016 24.416 0.642 21.925 0.063 20.541 0.028 19.639 0.020 19.248 0.045 nan
3 1237655504034660514 256.703142 0.002 35.546381 0.002 18.061 0.016 16.153 0.003 15.308 0.003 14.906 0.003 14.590 0.004 nan
6 1237655504034661953 256.708403 0.113 35.538237 0.105 25.222 0.576 24.987 0.508 23.167 0.235 22.142 0.153 22.030 0.414 nan
3 1237655504034660515 256.709605 0.013 35.545438 0.012 22.513 0.413 19.889 0.023 18.583 0.011 18.053 0.011 17.726 0.026 nan
6 1237655504034661945 256.714577 0.073 35.562801 0.070 24.202 0.614 24.315 0.400 23.508 0.305 21.272 0.073 20.220 0.102 nan
3 1237655504034661471 256.715466 0.138 35.560031 0.118 23.582 0.561 23.002 0.183 22.355 0.147 21.911 0.160 21.519 0.374 nan
6 1237655504034661798 256.716689 0.105 35.549103 0.098 23.620 0.449 23.541 0.228 22.928 0.190 22.678 0.234 21.916 0.379 nan
3 1237655504034661808 256.717370 0.156 35.542547 0.154 24.174 0.755 24.386 0.503 22.696 0.192 23.569 0.559 23.242 0.601 nan
6 1237655504034660546 256.719349 0.001 35.537999 0.001 17.124 0.008 15.704 0.004 15.185 0.004 14.987 0.004 14.908 0.005 nan
6 1237655504034660547 256.719591 0.101 35.539841 0.092 23.465 0.423 23.592 0.244 22.743 0.164 22.340 0.177 21.790 0.353 nan
6 1237655504034661034 256.722484 0.014 35.565332 0.014 23.654 0.462 21.755 0.054 20.369 0.024 19.175 0.015 18.603 0.028 nan
3 1237655504034661511 256.723650 0.122 35.545998 0.127 23.353 0.532 23.804 0.391 22.177 0.140 21.152 0.091 20.593 0.198 nan
3 1237655504034661794 256.724282 0.106 35.560539 0.090 25.389 0.525 25.098 0.510 22.554 0.144 21.296 0.076 20.745 0.162 nan
6 1237655504034661499 256.725396 0.058 35.555496 0.051 25.682 0.399 23.777 0.274 22.074 0.093 20.576 0.041 19.953 0.080 nan
6 1237655504034660838 256.726846 0.001 35.542376 0.001 19.937 0.032 17.432 0.005 16.319 0.004 15.889 0.004 15.663 0.006 nan
6 1237655504034661820 256.727638 0.080 35.539397 0.092 25.293 0.530 25.671 0.436 22.825 0.175 24.200 0.552 22.687 0.512 nan
3 1237655504034661500 256.727643 0.126 35.555522 0.087 23.672 0.741 22.043 0.100 21.262 0.071 20.796 0.076 20.661 0.235 nan
6 1237651252057998781 256.727929 0.137 35.571797 0.124 23.873 0.609 25.242 0.522 22.824 0.199 21.929 0.127 21.306 0.248 nan
3 1237655504034661950 256.730331 0.126 35.554629 0.122 24.094 0.699 24.771 0.570 23.750 0.432 22.260 0.202 21.507 0.352 nan
3 1237655504034661118 256.730716 0.017 35.549789 0.018 21.557 0.116 20.694 0.029 20.022 0.022 19.585 0.023 19.504 0.070 nan
3 1237655504034661813 256.731437 0.228 35.545087 0.197 23.951 0.764 23.544 0.312 22.472 0.178 22.567 0.305 22.251 0.654 nan
6 1237655504034661533 256.731728 0.029 35.542204 0.029 23.929 0.554 22.601 0.109 21.211 0.046 20.348 0.034 19.816 0.073 nan
6 1237651252057997450 256.734551 0.001 35.559164 0.001 17.748 0.010 16.427 0.004 15.987 0.004 15.842 0.004 15.774 0.006 nan
3 1237654952671970378 256.734783 0.066 35.568184 0.072 22.065 0.270 20.882 0.044 20.329 0.042 20.101 0.053 19.851 0.149 nan
6 1237654952671970373 256.735436 0.164 35.570935 0.153 26.339 0.400 22.748 0.162 22.238 0.163 22.074 0.216 22.219 0.706 nan
3 1237651252057997451 256.737181 0.085 35.559834 0.078 21.710 0.237 20.479 0.037 20.056 0.039 19.799 0.046 19.742 0.161 nan
3 1237655504034661517 256.737943 0.151 35.550702 0.123 26.029 0.379 22.910 0.164 22.370 0.144 22.418 0.234 22.443 0.609 nan
6 1237655504034661822 256.738827 0.153 35.542459 0.138 23.896 0.571 24.108 0.369 22.848 0.192 22.857 0.290 22.725 0.560 nan
3 1237655504034661819 256.739307 0.064 35.545186 0.059 25.489 0.467 24.184 0.362 22.488 0.132 21.465 0.084 20.949 0.187 nan
6 1237654952671970376 256.740608 0.020 35.571266 0.022 24.327 0.770 21.609 0.050 20.638 0.033 20.171 0.033 20.065 0.101 nan
3 1237651252057998823 256.742182 0.118 35.548052 0.102 24.389 1.167 23.882 0.489 22.087 0.164 20.777 0.075 19.966 0.130 nan
3 1237651252057998469 256.742766 0.039 35.552159 0.037 25.002 0.766 22.476 0.107 21.156 0.051 20.700 0.049 20.391 0.127 nan
3 1237654952671970461 256.743763 0.134 35.554516 0.158 24.617 1.004 22.848 0.171 22.654 0.227 22.027 0.201 22.704 0.781 nan
3 1237654952671969471 256.743786 0.006 35.578146 0.006 21.962 0.150 19.828 0.014 18.971 0.011 18.622 0.011 18.548 0.029 nan
6 1237654952671970742 256.743871 0.098 35.569075 0.127 23.494 0.499 24.718 0.475 22.712 0.183 21.052 0.066 19.931 0.088 nan
6 1237651252057998468 256.743924 0.046 35.550406 0.043 24.713 0.736 23.916 0.313 21.787 0.080 20.647 0.042 20.039 0.084 nan
3 1237654952671970470 256.744135 0.121 35.552430 0.128 24.291 1.557 24.427 0.906 21.771 0.167 22.655 0.561 22.353 1.184 nan
3 1237655504034661136 256.744699 0.026 35.539685 0.025 22.096 0.154 21.687 0.054 20.854 0.036 20.628 0.045 20.592 0.150 nan
6 1237654952671970412 256.744932 0.067 35.563946 0.064 23.654 0.555 23.312 0.195 22.105 0.109 20.860 0.056 20.250 0.116 nan
3 1237651252057998491 256.746666 0.096 35.541955 0.104 22.436 0.313 22.026 0.101 21.129 0.070 20.704 0.071 20.080 0.145 nan
6 1237651252057997978 256.747179 0.009 35.545944 0.009 23.112 0.362 20.938 0.029 19.647 0.016 19.024 0.013 18.625 0.028 nan
6 1237654952671970458 256.748980 0.118 35.558151 0.103 23.411 0.491 23.111 0.173 22.769 0.201 22.210 0.187 21.807 0.429 nan
3 1237654952671970919 256.749096 0.145 35.552039 0.184 24.311 1.914 22.979 0.380 22.144 0.287 21.423 0.236 19.507 0.157 nan
6 1237654952671969499 256.750098 0.089 35.563779 0.096 24.969 0.728 24.320 0.403 22.497 0.153 21.268 0.079 20.656 0.165 nan
6 1237654952671969498 256.750409 0.001 35.561183 0.001 17.651 0.010 15.944 0.004 15.355 0.004 15.186 0.004 15.142 0.005 nan
6 1237654952671969775 256.752561 0.004 35.567227 0.004 20.290 0.043 18.850 0.008 18.349 0.008 18.164 0.008 18.042 0.020 nan
3 1237654952671970753 256.752767 0.088 35.555235 0.083 23.540 0.546 24.110 0.381 22.469 0.160 21.766 0.131 21.219 0.283 nan
6 1237654952671970382 256.753524 0.074 35.576813 0.082 23.414 0.472 23.067 0.160 22.283 0.127 22.168 0.173 21.473 0.319 nan
6 1237654952671970506 256.754667 0.069 35.544588 0.078 25.988 0.404 23.559 0.244 22.212 0.122 20.728 0.051 19.783 0.079 nan
3 1237654952671970508 256.755654 0.124 35.545257 0.127 24.447 0.843 24.290 0.439 23.831 0.487 21.750 0.134 20.872 0.220 nan
3 1237654952671970756 256.756249 0.108 35.555125 0.116 23.086 0.386 23.573 0.251 22.753 0.199 21.919 0.145 21.494 0.341 nan
3 1237654952671970507 256.757816 0.115 35.545508 0.096 22.576 0.312 23.044 0.202 22.005 0.128 21.535 0.129 21.173 0.333 nan
3 1237654952671970389 256.758589 0.068 35.577549 0.098 21.608 0.223 20.221 0.032 19.823 0.033 19.564 0.039 19.282 0.110 nan
6 1237654952671970388 256.759152 0.036 35.576052 0.037 23.746 0.578 22.729 0.123 21.499 0.065 20.763 0.052 20.429 0.135 nan
6 1237654952671969918 256.759476 0.009 35.558448 0.009 23.756 0.591 20.913 0.029 19.567 0.015 18.591 0.011 18.079 0.020 nan
3 1237654952671970499 256.759969 0.067 35.547972 0.078 22.673 0.458 22.006 0.115 21.131 0.083 20.975 0.113 21.263 0.501 nan
3 1237654952671970482 256.761503 0.194 35.556598 0.204 23.789 0.857 22.786 0.179 22.101 0.157 21.911 0.202 21.293 0.411 nan
6 1237654952671970472 256.761809 0.151 35.560043 0.169 24.005 0.691 23.224 0.188 23.660 0.402 24.911 0.582 22.071 0.492 nan
6 1237654952671970861 256.761889 0.075 35.574602 0.074 25.325 0.627 23.901 0.306 23.745 0.410 21.729 0.117 20.936 0.205 nan
3 1237654952671970452 256.762308 0.116 35.565561 0.134 23.345 0.699 22.388 0.141 21.632 0.113 21.734 0.190 21.242 0.431 nan
6 1237654952671970866 256.763340 0.091 35.568066 0.091 25.613 0.526 24.225 0.380 24.043 0.492 22.234 0.182 20.998 0.218 nan
3 1237654952671970923 256.764318 0.083 35.549367 0.114 25.638 0.632 24.954 0.618 24.697 0.760 24.195 0.784 19.760 0.093 nan
3 1237654952671970385 256.765155 0.101 35.579888 0.089 25.342 0.698 23.126 0.191 22.109 0.121 21.281 0.089 20.763 0.202 nan
6 1237654952671969780 256.766123 0.005 35.567772 0.005 22.452 0.224 20.019 0.016 18.777 0.010 18.189 0.009 17.862 0.018 nan
6 1237654952671970056 256.766576 0.065 35.587624 0.066 24.273 0.763 23.811 0.295 22.120 0.110 21.191 0.074 20.676 0.165 nan
6 1237654952671970055 256.766734 0.033 35.586968 0.035 21.737 0.126 21.313 0.039 21.484 0.064 21.826 0.128 22.250 0.518 nan
6 1237654952671969538 256.766876 0.002 35.544226 0.002 18.584 0.015 17.591 0.005 17.287 0.005 17.165 0.006 17.108 0.011 nan
6 1237654952671970428 256.767665 0.092 35.571506 0.087 24.901 0.739 23.297 0.192 22.461 0.147 22.405 0.209 21.792 0.398 nan
3 1237654952671969539 256.767905 0.018 35.545379 0.018 23.571 0.922 20.638 0.039 19.427 0.020 19.012 0.020 18.718 0.052 nan
6 1237654952671970513 256.768293 0.089 35.548316 0.092 24.928 0.751 24.986 0.516 23.602 0.383 21.897 0.139 22.111 0.498 nan
6 1237654952671969778 256.768779 0.001 35.566197 0.001 20.201 0.041 17.529 0.005 16.210 0.004 15.620 0.004 15.292 0.005 nan
6 1237654952671970764 256.770892 0.055 35.556598 0.052 24.441 0.883 23.353 0.233 21.580 0.080 20.443 0.045 19.630 0.079 nan
6 1237654952671969779 256.771307 0.003 35.565733 0.004 21.857 0.137 19.330 0.011 18.058 0.007 17.535 0.006 17.258 0.012 nan
3 1237654952671970402 256.771383 0.031 35.579152 0.026 23.275 0.639 20.949 0.040 19.753 0.023 19.289 0.023 18.924 0.057 nan
3 1237654952671970438 256.771617 0.120 35.572284 0.114 23.535 0.626 22.899 0.170 22.176 0.142 22.016 0.188 21.210 0.322 nan
3 1237654952671970502 256.771756 0.079 35.552838 0.084 24.176 0.865 22.240 0.095 21.613 0.086 21.556 0.124 21.565 0.421 nan
6 1237654952671970542 256.772496 0.039 35.543752 0.038 25.140 0.681 21.904 0.061 21.491 0.065 21.452 0.092 21.404 0.303 nan
6 1237654952671970541 256.773868 0.043 35.542923 0.045 23.167 0.387 23.270 0.189 21.561 0.069 19.897 0.026 18.972 0.040 nan
6 1237654952671970467 256.774053 0.077 35.566293 0.067 24.629 0.801 22.833 0.135 22.091 0.110 21.666 0.115 21.572 0.354 nan
3 1237654952671970739 256.774389 0.131 35.585197 0.121 23.662 0.634 23.707 0.306 22.432 0.165 21.692 0.132 20.991 0.253 nan
6 1237654952671970924 256.774638 0.123 35.549948 0.110 25.632 0.546 25.548 0.493 24.285 0.586 24.834 0.612 20.865 0.208 nan
6 1237654952671970510 256.774769 0.099 35.552801 0.098 24.121 0.722 23.173 0.179 22.349 0.138 22.848 0.310 21.498 0.334 nan
6 1237654952671969913 256.775368 0.010 35.575820 0.010 23.123 0.379 20.712 0.025 19.651 0.016 19.266 0.016 19.016 0.041 nan
6 1237654952671970369 256.776931 0.016 35.590134 0.016 23.848 0.627 21.599 0.048 20.434 0.028 19.912 0.026 19.616 0.067 nan
6 1237654952671969975 256.778119 0.011 35.580599 0.012 23.997 0.672 21.500 0.045 19.987 0.020 18.754 0.012 18.050 0.020 nan
3 1237654952671969924 256.778684 0.025 35.556167 0.025 22.172 0.356 19.875 0.023 18.871 0.015 18.373 0.014 18.101 0.039 nan
6 1237654952671970480 256.779905 0.201 35.565348 0.148 22.580 0.280 23.210 0.208 22.651 0.201 22.335 0.231 21.022 0.262 nan
6 1237654952671970546 256.780618 0.127 35.545552 0.162 25.443 0.616 23.334 0.212 23.804 0.457 22.888 0.331 22.175 0.533 nan
6 1237654952671970562 256.780812 0.035 35.538029 0.034 23.502 0.499 22.775 0.127 21.311 0.056 20.764 0.052 20.336 0.126 nan
3 1237654952671970474 256.781867 0.152 35.568171 0.138 22.111 0.236 22.861 0.198 22.207 0.174 21.744 0.178 21.103 0.359 nan
6 1237654952671970077 256.782821 0.069 35.557021 0.066 21.568 0.110 21.756 0.055 22.203 0.119 22.670 0.264 22.295 0.534 nan
6 1237654952671970440 256.782950 0.010 35.579020 0.011 22.665 0.261 20.874 0.028 19.855 0.018 19.404 0.018 19.136 0.045 nan
6 1237654952671970549 256.783599 0.049 35.544826 0.053 24.125 0.725 23.232 0.188 21.675 0.077 21.492 0.098 20.722 0.179 nan
3 1237654952671970520 256.783705 0.136 35.553321 0.151 22.461 0.270 22.650 0.140 21.989 0.123 21.594 0.131 20.684 0.211 nan
6 1237654952671969772 256.784218 0.005 35.585126 0.005 22.905 0.318 20.109 0.017 18.716 0.009 18.058 0.008 17.725 0.016 nan
3 1237654952671970441 256.784348 0.022 35.577430 0.021 22.023 0.278 20.445 0.032 19.250 0.018 18.713 0.017 18.301 0.041 nan
3 1237654952671969793 256.785171 0.028 35.561345 0.041 19.977 0.070 18.687 0.012 18.186 0.011 17.841 0.012 17.598 0.033 nan
6 1237654952671969773 256.785852 0.091 35.585087 0.096 24.363 0.755 24.597 0.460 24.494 0.587 22.060 0.156 22.602 0.574 nan
6 1237654952671969792 256.785871 0.008 35.566159 0.008 20.847 0.063 19.904 0.015 19.500 0.015 19.352 0.017 19.200 0.048 nan
6 1237654952671969535 256.787332 0.001 35.555410 0.001 18.829 0.017 16.774 0.004 16.027 0.004 15.792 0.004 15.697 0.006 nan
6 1237654952671970390 256.787391 0.061 35.588487 0.067 24.104 0.700 22.818 0.128 22.250 0.122 21.869 0.132 22.627 0.578 nan
3 1237654952671970561 256.787686 0.141 35.541569 0.178 23.175 0.507 22.874 0.177 22.886 0.278 23.260 0.548 22.586 0.765 nan
3 1237654952671970745 256.788162 0.184 35.584341 0.160 24.680 0.828 24.237 0.413 22.818 0.215 21.693 0.123 20.986 0.235 nan
3 1237654952671970534 256.788256 0.363 35.550083 0.505 23.259 0.648 22.559 0.160 21.841 0.143 21.528 0.157 21.484 0.523 nan
3 1237654952671970451 256.789019 0.072 35.577511 0.076 22.295 0.410 20.834 0.051 19.909 0.036 19.614 0.042 19.333 0.119 nan
3 1237654952671970746 256.789279 0.058 35.587065 0.063 23.218 0.662 26.034 0.623 23.433 0.553 22.997 0.588 20.377 0.218 nan
3 1237654952671970512 256.789412 0.129 35.558099 0.200 22.357 0.248 22.562 0.129 21.990 0.124 21.416 0.112 20.953 0.263 nan
3 1237654952671970550 256.789431 0.064 35.546709 0.060 23.186 0.432 22.709 0.129 21.743 0.087 20.896 0.063 20.553 0.165 nan
3 1237654952671970773 256.789889 0.140 35.543925 0.143 25.297 0.788 23.152 0.212 22.432 0.178 21.792 0.154 22.269 0.658 nan
6 1237654952671970419 256.792287 0.034 35.583637 0.035 23.033 0.357 21.871 0.060 21.437 0.062 21.446 0.092 21.127 0.242 nan
6 1237654952671970418 256.792809 0.017 35.584353 0.017 23.996 0.667 21.974 0.065 20.470 0.029 19.839 0.025 19.515 0.062 nan
3 1237654952671970533 256.793354 0.176 35.552484 0.212 22.261 0.247 22.261 0.109 21.777 0.113 21.733 0.162 21.238 0.368 nan
3 1237654952671970860 256.793424 0.087 35.593642 0.102 25.166 1.585 23.669 0.588 22.882 0.481 20.785 0.116 20.754 0.410 nan
6 1237654952671969835 256.793649 0.002 35.544121 0.002 21.540 0.107 18.892 0.009 17.432 0.005 16.437 0.004 15.898 0.006 nan
3 1237654952671970457 256.796063 0.036 35.578934 0.032 23.018 0.517 21.139 0.047 20.050 0.028 19.556 0.028 19.314 0.079 nan
6 1237654952671970557 256.796113 0.064 35.547663 0.072 23.843 0.630 22.726 0.125 22.024 0.106 21.563 0.106 20.936 0.215 nan
6 1237654952671970743 256.796144 0.129 35.591155 0.139 23.600 0.554 23.774 0.290 22.790 0.202 22.902 0.329 22.801 0.612 nan
6 1237654952671970492 256.797344 0.042 35.569486 0.044 25.303 0.642 22.730 0.120 21.510 0.065 20.198 0.032 19.418 0.057 nan
6 1237654952671970920 256.800403 0.123 35.570450 0.113 25.403 0.637 25.062 0.538 24.236 0.580 24.307 0.681 20.849 0.207 nan
3 1237654952671970486 256.800468 0.075 35.572511 0.076 22.046 0.242 21.434 0.063 20.698 0.052 20.578 0.071 20.409 0.221 nan
3 1237654952671970585 256.800656 0.098 35.544054 0.100 25.311 0.972 22.614 0.166 21.267 0.080 21.042 0.099 20.551 0.232 nan
6 1237654952671970589 256.801230 0.102 35.542021 0.104 22.867 0.326 22.663 0.121 22.380 0.146 22.427 0.226 21.892 0.454 nan
3 1237654952671970548 256.803097 0.148 35.553728 0.159 23.398 0.503 23.045 0.172 22.480 0.165 22.044 0.170 22.023 0.510 nan
3 1237654952671969852 256.803441 0.079 35.540454 0.065 24.088 0.872 22.111 0.092 21.203 0.063 20.845 0.069 20.689 0.215 nan
6 1237654952671969531 256.803534 0.001 35.565525 0.001 17.652 0.010 16.364 0.004 15.896 0.004 15.736 0.004 15.521 0.005 nan
6 1237654952671970476 256.804192 0.038 35.577475 0.037 23.939 0.650 23.004 0.152 21.381 0.059 20.122 0.031 19.508 0.062 nan
3 1237654952671969849 256.804882 0.008 35.542797 0.009 22.191 0.250 19.832 0.017 18.598 0.010 18.152 0.010 17.751 0.021 nan
3 1237654952671970555 256.805626 0.018 35.551676 0.022 21.874 0.210 20.496 0.030 19.333 0.017 18.777 0.016 18.299 0.036 nan
6 1237654952671969811 256.805748 0.006 35.557169 0.006 21.765 0.127 19.898 0.015 19.062 0.011 18.742 0.012 18.638 0.031 nan
3 1237654952671970758 256.805936 0.101 35.575165 0.104 23.623 0.827 23.131 0.258 21.843 0.133 21.605 0.165 21.945 0.702 nan
6 1237654952671970410 256.805986 0.159 35.592188 0.196 23.826 0.630 23.273 0.194 23.844 0.448 24.096 0.637 21.990 0.467 nan
6 1237654952671969851 256.806024 0.011 35.540205 0.011 21.086 0.075 20.101 0.017 19.841 0.018 19.664 0.022 19.650 0.070 nan
6 1237654952671969812 256.806155 0.037 35.558612 0.040 23.288 0.434 22.046 0.069 21.537 0.067 21.306 0.081 21.279 0.275 nan
6 1237654952671969515 256.807858 0.031 35.576406 0.032 23.167 0.407 21.624 0.050 21.164 0.050 20.803 0.055 20.581 0.158 nan
6 1237654952671969853 256.808000 0.167 35.541577 0.167 25.577 0.603 23.227 0.207 22.784 0.222 22.554 0.273 22.966 0.673 nan
3 1237654952671969850 256.808114 0.010 35.539178 0.011 21.623 0.234 19.254 0.015 18.093 0.009 17.608 0.009 17.233 0.020 nan
3 1237654952671970498 256.808771 0.059 35.571190 0.049 23.414 0.596 22.048 0.086 21.061 0.057 20.647 0.060 20.463 0.186 nan
6 1237654952671969513 256.808950 0.010 35.579799 0.010 23.864 0.626 21.182 0.035 19.773 0.017 18.486 0.010 17.759 0.016 nan
6 1237654952671970558 256.809645 0.045 35.553294 0.042 22.995 0.346 22.860 0.134 21.621 0.072 20.346 0.036 19.724 0.073 nan
6 1237654952671970081 256.809686 0.013 35.565602 0.014 21.415 0.097 20.519 0.022 20.201 0.023 20.035 0.028 19.954 0.089 nan
3 1237654952671970596 256.809952 0.139 35.543276 0.150 25.060 1.147 22.379 0.143 21.588 0.111 21.328 0.136 21.589 0.581 nan
3 1237654952671969514 256.810077 0.045 35.576586 0.044 21.911 0.178 22.348 0.114 20.732 0.044 20.275 0.044 20.067 0.131 nan
6 1237654952671970751 256.810847 0.123 35.583353 0.119 24.367 0.755 23.941 0.312 22.917 0.215 21.333 0.082 20.428 0.133 nan
6 1237654952671969516 256.810914 0.124 35.575003 0.119 24.084 0.698 23.142 0.168 23.287 0.290 22.652 0.256 22.735 0.581 nan
6 1237654952671970434 256.811027 0.073 35.590598 0.084 23.813 0.607 23.247 0.185 22.618 0.167 22.372 0.201 21.910 0.426 nan
6 1237654952671970503 256.811199 0.019 35.569762 0.019 24.749 0.768 22.189 0.077 20.585 0.031 19.442 0.018 18.827 0.036 nan
6 1237654952671969512 256.811603 0.001 35.578477 0.001 17.477 0.009 16.168 0.004 16.292 0.004 16.393 0.005 16.463 0.008 nan
3 1237654952671970863 256.811871 0.088 35.593637 0.103 24.856 0.875 24.110 0.408 23.262 0.331 21.543 0.115 20.987 0.250 nan
6 1237654952671970890 256.812140 0.113 35.542156 0.111 24.504 0.804 25.425 0.511 23.276 0.307 22.043 0.163 21.424 0.324 nan
6 1237654952671970750 256.812752 0.089 35.587262 0.095 24.732 0.762 23.580 0.240 22.443 0.143 22.208 0.176 21.548 0.334 nan
3 1237654952671970922 256.812872 0.140 35.572320 0.145 25.415 0.680 25.394 0.558 24.473 0.674 23.739 0.626 20.715 0.196 nan
3 1237654952671970610 256.813027 0.124 35.539861 0.153 22.932 0.373 22.668 0.133 23.068 0.290 22.742 0.329 22.578 0.682 nan
6 1237654952671969923 256.814334 0.047 35.575531 0.046 25.391 0.608 23.365 0.203 21.806 0.084 19.927 0.026 19.018 0.041 nan
3 1237654952671970884 256.814609 0.143 35.553866 0.179 24.730 1.168 24.355 0.626 23.292 0.454 21.728 0.180 22.062 0.731 nan
6 1237654952671969846 256.814926 0.091 35.549107 0.082 23.588 0.533 24.841 0.492 24.525 0.594 23.040 0.348 21.043 0.226 nan
3 1237654952671969922 256.814944 0.015 35.574129 0.016 22.840 0.444 20.927 0.039 19.504 0.019 19.020 0.018 18.703 0.046 nan
3 1237654952671970489 256.816006 0.140 35.579285 0.132 21.548 0.233 20.558 0.045 20.134 0.048 19.928 0.060 19.862 0.211 nan
3 1237654952671970618 256.816232 0.285 35.539039 0.279 24.583 1.530 22.572 0.204 21.491 0.127 20.921 0.115 21.997 0.951 nan
6 1237654952671969806 256.816549 0.005 35.563692 0.005 20.117 0.038 19.200 0.010 18.891 0.010 18.621 0.011 18.811 0.035 nan
3 1237654952671970941 256.816981 0.200 35.543228 0.181 22.307 0.797 22.111 0.295 22.418 0.627 20.477 0.167 20.742 0.807 nan
3 1237654952671970465 256.817093 0.223 35.585872 0.359 23.242 0.605 22.889 0.201 22.227 0.182 21.513 0.146 21.587 0.533 nan
3 1237654952671969844 256.818442 0.006 35.548408 0.005 18.919 0.039 16.905 0.005 15.952 0.004 15.503 0.003 15.153 0.007 nan
6 1237654952671970514 256.819401 0.093 35.571271 0.102 23.166 0.389 22.955 0.144 22.554 0.158 22.061 0.154 21.610 0.348 nan
6 1237654952671970576 256.819511 0.055 35.553665 0.056 24.973 0.729 23.002 0.153 21.770 0.083 20.623 0.046 20.050 0.098 nan
6 1237654952671970488 256.819968 0.031 35.579500 0.031 22.636 0.261 21.870 0.060 21.214 0.052 20.962 0.062 21.172 0.265 nan
6 1237654952671970867 256.820821 0.079 35.592270 0.084 23.525 0.502 23.911 0.302 23.175 0.263 22.119 0.162 21.256 0.266 nan
3 1237654952671970420 256.820889 0.026 35.596183 0.024 22.874 0.501 20.893 0.042 19.804 0.025 19.401 0.026 18.958 0.063 nan
6 1237654952671969817 256.821833 0.023 35.558542 0.025 22.692 0.274 21.536 0.046 20.860 0.039 20.558 0.044 20.200 0.112 nan
3 1237654952671970621 256.822119 0.034 35.539829 0.032 22.388 0.225 21.560 0.050 21.008 0.047 20.728 0.054 20.611 0.173 nan
6 1237654952671969818 256.822275 0.057 35.559653 0.066 25.196 0.739 23.038 0.171 21.683 0.083 20.750 0.055 20.477 0.154 nan
6 1237654952671970463 256.822507 0.116 35.589041 0.100 25.672 0.521 23.253 0.192 22.579 0.168 22.077 0.165 22.125 0.510 nan
3 1237654952671969845 256.822732 0.148 35.546354 0.163 24.569 0.780 23.606 0.247 23.485 0.345 22.830 0.295 21.832 0.408 nan
3 1237654952671969821 256.822904 0.155 35.556946 0.148 25.290 1.062 22.483 0.161 21.800 0.138 21.350 0.143 21.806 0.706 nan
6 1237654952671970532 256.823324 0.039 35.567743 0.038 24.365 0.768 23.213 0.182 21.480 0.064 19.986 0.028 19.086 0.044 nan
3 1237654952671970780 256.823682 0.156 35.552354 0.172 23.427 0.536 24.601 0.531 22.727 0.213 22.946 0.378 22.015 0.536 nan
3 1237654952671970483 256.823962 0.073 35.583677 0.074 23.120 0.465 22.527 0.127 21.300 0.068 20.951 0.076 20.634 0.206 nan
3 1237654952671969816 256.824430 0.010 35.560436 0.012 20.797 0.136 18.862 0.013 18.031 0.010 17.681 0.010 17.352 0.026 nan
3 1237654952671970889 256.824643 0.118 35.548574 0.126 23.624 0.725 23.849 0.398 22.947 0.302 21.886 0.182 22.861 0.809 nan
6 1237654952671970511 256.824849 0.055 35.574976 0.053 25.291 0.648 23.055 0.159 21.805 0.085 21.125 0.070 20.658 0.166 nan
3 1237654952671970935 256.825123 0.200 35.543035 0.220 25.573 1.086 24.115 0.711 22.196 0.227 22.274 0.392 22.275 1.115 nan
3 1237654952671969819 256.825156 0.109 35.557046 0.106 25.017 1.327 24.582 0.850 21.685 0.137 20.742 0.093 20.016 0.174 nan
3 1237654952671969916 256.825184 0.019 35.591031 0.023 21.394 0.180 19.562 0.018 18.500 0.011 18.030 0.011 17.700 0.028 nan
6 1237654952671969820 256.825343 0.094 35.562333 0.096 24.573 0.828 23.129 0.181 22.150 0.122 21.684 0.122 22.117 0.528 nan
6 1237654952671970874 256.825788 0.098 35.581109 0.097 23.998 0.694 24.947 0.524 23.375 0.326 21.941 0.146 21.280 0.284 nan
3 1237654952671970888 256.826054 0.107 35.553512 0.134 23.305 0.610 23.366 0.293 22.411 0.204 21.592 0.151 22.666 0.859 nan
6 1237654952671970631 256.826381 0.097 35.539246 0.097 24.229 0.727 23.222 0.180 22.990 0.229 22.729 0.270 21.946 0.435 0.0
